CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, params
2,                    comb,            up,      0,         -2.4,   2.4,    70,    100,   0,        1,        "[0.,20.,1000.,0.817647,0.038703,0.0312388,0.013609844259917736,0.,0.,0.]"
2,                    comb,            up,      0,         -2.4,   2.4,    100,   140,   0,        1,        "[0.,20.,1000.,0.817647,0.038703,0.0312388,0.013236711733043194,0.,0.,0.]"
2,                    comb,            up,      0,         -2.4,   2.4,    140,   200,   0,        1,        "[0.,20.,1000.,0.817647,0.038703,0.0312388,0.013806583359837532,0.,0.,0.]"
2,                    comb,            up,      0,         -2.4,   2.4,    200,   300,   0,        1,        "[0.,20.,1000.,0.817647,0.038703,0.0312388,0.019633084535598755,0.,0.,0.]"
2,                    comb,            up,      0,         -2.4,   2.4,    300,   600,   0,        1,        "[0.,20.,1000.,0.817647,0.038703,0.0312388,0.030928170308470726,0.,0.,0.]"
2,                    comb,            up,      0,         -2.4,   2.4,    600,   1000,  0,        1,        "[0.,20.,1000.,0.817647,0.038703,0.0312388,0.052857179194688797,0.,0.,0.]"
2,                    comb,            up,      0,         -2.4,   2.4,    1000,  inf,   0,        1,        "[0.,20.,1000.,0.817647,0.038703,0.0312388,2*0.052857179194688797,0.,0.,0.]"
0,                    incl,            central, 2,         -inf,   -2.4,   0,     inf,   0,        1,        "[1.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    incl,            central, 2,         2.4,    inf,    0,     inf,   0,        1,        "[1.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    incl,            central, 2,         -2.4,   2.4,    0,     inf,   0,        1,        "[1.,20.,1000.,1.13904,-0.000594946,1.97303e-06,-1.38194e-09,0.,0.,0.]"
0,                    incl,            down,    2,         -inf,   -2.4,   0,     inf,   0,        1,        "[1.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    incl,            down,    2,         2.4,    inf,    0,     inf,   0,        1,        "[1.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    incl,            down,    2,         -2.4,   2.4,    0,     20,    0,        1,        "[1.,20.,1000.,1.13904,-0.000594946,1.97303e-06,-1.38194e-09,-2*0.0996438,-2*8.33354e-05,2*4.74359e-08]"
0,                    incl,            down,    2,         -2.4,   2.4,    20,    1000,  0,        1,        "[1.,20.,1000.,1.13904,-0.000594946,1.97303e-06,-1.38194e-09,-0.0996438,-8.33354e-05,4.74359e-08]"
0,                    incl,            down,    2,         -2.4,   2.4,    1000,  inf,   0,        1,        "[1.,20.,1000.,1.13904,-0.000594946,1.97303e-06,-1.38194e-09,-2*0.0996438,-2*8.33354e-05,2*4.74359e-08]"
0,                    incl,            up,      2,         -inf,   -2.4,   0,     inf,   0,        1,        "[1.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    incl,            up,      2,         2.4,    inf,    0,     inf,   0,        1,        "[1.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    incl,            up,      2,         -2.4,   2.4,    0,     20,    0,        1,        "[1.,20.,1000.,1.13904,-0.000594946,1.97303e-06,-1.38194e-09,2*0.0996438,-2*8.33354e-05,2*4.74359e-08]"
0,                    incl,            up,      2,         -2.4,   2.4,    20,    1000,  0,        1,        "[1.,20.,1000.,1.13904,-0.000594946,1.97303e-06,-1.38194e-09,0.0996438,-8.33354e-05,4.74359e-08]"
0,                    incl,            up,      2,         -2.4,   2.4,    1000,  inf,   0,        1,        "[1.,20.,1000.,1.13904,-0.000594946,1.97303e-06,-1.38194e-09,2*0.0996438,-2*8.33354e-05,2*4.74359e-08]"
1,                    incl,            central, 2,         -inf,   -2.4,   0,     inf,   0,        1,        "[1.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    incl,            central, 2,         2.4,    inf,    0,     inf,   0,        1,        "[1.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    incl,            central, 2,         -2.4,   2.4,    0,     inf,   0,        1,        "[1.,20.,1000.,1.0589,0.000382569,-2.4252e-07,2.20966e-10,0.,0.,0.]"
1,                    incl,            down,    2,         -inf,   -2.4,   0,     inf,   0,        1,        "[1.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    incl,            down,    2,         2.4,    inf,    0,     inf,   0,        1,        "[1.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    incl,            down,    2,         -2.4,   2.4,    0,     20,    0,        1,        "[1.,20.,1000.,1.0589,0.000382569,-2.4252e-07,2.20966e-10,-2*0.100485,2*3.95509e-05,-2*4.90326e-08]"
1,                    incl,            down,    2,         -2.4,   2.4,    20,    1000,  0,        1,        "[1.,20.,1000.,1.0589,0.000382569,-2.4252e-07,2.20966e-10,-0.100485,3.95509e-05,-4.90326e-08]"
1,                    incl,            down,    2,         -2.4,   2.4,    1000,  inf,   0,        1,        "[1.,20.,1000.,1.0589,0.000382569,-2.4252e-07,2.20966e-10,-2*0.100485,2*3.95509e-05,-2*4.90326e-08]"
1,                    incl,            up,      2,         -inf,   -2.4,   0,     inf,   0,        1,        "[1.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    incl,            up,      2,         2.4,    inf,    0,     inf,   0,        1,        "[1.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    incl,            up,      2,         -2.4,   2.4,    0,     20,    0,        1,        "[1.,20.,1000.,1.0589,0.000382569,-2.4252e-07,2.20966e-10,2*0.100485,2*3.95509e-05,-2*4.90326e-08]"
1,                    incl,            up,      2,         -2.4,   2.4,    20,    1000,  0,        1,        "[1.,20.,1000.,1.0589,0.000382569,-2.4252e-07,2.20966e-10,0.100485,3.95509e-05,-2*4.90326e-08]"
1,                    incl,            up,      2,         -2.4,   2.4,    1000,  inf,   0,        1,        "[1.,20.,1000.,1.0589,0.000382569,-2.4252e-07,2.20966e-10,2*0.100485,2*3.95509e-05,-2*4.90326e-08]"
2,                    incl,            central, 2,         -inf,   -2.4,   0,     inf,   0,        1,        "[2.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
2,                    incl,            central, 2,         2.4,    inf,    0,     inf,   0,        1,        "[2.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
2,                    incl,            central, 2,         -2.4,   2.4,    0,     inf,   0,        1,        "[2.,20.,1000.,0.971945,163.215,0.000517836,0.,0.,0.,0.]"
2,                    incl,            down,    2,         -inf,   -2.4,   0,     inf,   0,        1,        "[2.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
2,                    incl,            down,    2,         2.4,    inf,    0,     inf,   0,        1,        "[2.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
2,                    incl,            down,    2,         -2.4,   2.4,    0,     20,    0,        1,        "[2.,20.,1000.,0.971945,163.215,0.000517836,-2*0.291298,-2*0.000222983,2*1.69699e-07,0.]"
2,                    incl,            down,    2,         -2.4,   2.4,    20,    1000,  0,        1,        "[2.,20.,1000.,0.971945,163.215,0.000517836,-0.291298,-0.000222983,1.69699e-07,0.]"
2,                    incl,            down,    2,         -2.4,   2.4,    1000,  inf,   0,        1,        "[2.,20.,1000.,0.971945,163.215,0.000517836,-2*0.291298,-2*0.000222983,2*1.69699e-07,0.]"
2,                    incl,            up,      2,         -inf,   -2.4,   0,     inf,   0,        1,        "[2.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
2,                    incl,            up,      2,         2.4,    inf,    0,     inf,   0,        1,        "[2.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
2,                    incl,            up,      2,         -2.4,   2.4,    0,     20,    0,        1,        "[2.,20.,1000.,0.971945,163.215,0.000517836,2*0.291298,-2*0.000222983,2*1.69699e-07,0.]"
2,                    incl,            up,      2,         -2.4,   2.4,    20,    1000,  0,        1,        "[2.,20.,1000.,0.971945,163.215,0.000517836,0.291298,-0.000222983,1.69699e-07,0.]"
2,                    incl,            up,      2,         -2.4,   2.4,    1000,  inf,   0,        1,        "[2.,20.,1000.,0.971945,163.215,0.000517836,2*0.291298,-2*0.000222983,2*1.69699e-07,0.]"
